ctgry,media_jp,title_pickup,title_articles,link_pickup,link_articles,date_original
science,Media info not found,花粉症 今すぐに自分でできる対策,日本気象協会によれば、今週から気温の上昇に伴い、全国的にスギ花粉の飛散は拡大。3月に入ると爆発的に増加するところが出てきます。,https://news.yahoo.co.jp/pickup/6530601,https://news.yahoo.co.jp/articles/94e9b2c77fa99cfbf44114ff287bf2baa4532957,2/26(水) 10:32
science,共同通信,原因不明の病気で53人死亡 コンゴ,2/25(火) 22:57,https://news.yahoo.co.jp/pickup/6530570,https://news.yahoo.co.jp/articles/ee4a56781950e994f4219de5db9f14569c1e964e,2/25(火) 22:57
science,CNN.co.jp,新発見の小惑星 地球衝突ほぼ0%に,2/25(火) 15:08,https://news.yahoo.co.jp/pickup/6530510,https://news.yahoo.co.jp/articles/6c103c95a0f16a06c0794dbbca0b8da4222661a3,2/25(火) 15:08
science,FNNプライムオンライン,流氷の上歩く観光客 識者「危険」,2/25(火) 15:02,https://news.yahoo.co.jp/pickup/6530511,https://news.yahoo.co.jp/articles/ffbc39a47b29cb3b86ab78a756b5d3e42ed244c6,2/25(火) 15:02
science,47NEWS,わな捕獲のシカをクマ襲う 初撮影,2/25(火) 11:02,https://news.yahoo.co.jp/pickup/6530482,https://news.yahoo.co.jp/articles/a130e7a7e6940a05ac129e88507332908cf17d1b,2/25(火) 11:02
science,テレビ朝日系（ANN）,カキ 生食用と加熱用で何が違う,2/24(月) 21:19,https://news.yahoo.co.jp/pickup/6530438,https://news.yahoo.co.jp/articles/21ec1f981e8a72299312688a5986f8e0af6811d3,2/24(月) 21:19
science,withnews,焼肉屋を再現「DIYダクト」注意,2/24(月) 9:07,https://news.yahoo.co.jp/pickup/6530363,https://news.yahoo.co.jp/articles/efe250f2f540869b8964bf60ed7548860598d990,2/24(月) 9:07
science,withnews,DIYで「自宅に焼肉屋」火災注意,2/24(月) 8:26,https://news.yahoo.co.jp/pickup/6530359,https://news.yahoo.co.jp/articles/efe250f2f540869b8964bf60ed7548860598d990,2/24(月) 8:26
science,YBS山梨放送,給食ビワでアレルギー 調査結果は,2/23(日) 20:53,https://news.yahoo.co.jp/pickup/6530333,https://news.yahoo.co.jp/articles/ed2f43bdbe787e300988772f8dd30dad6075faca,2/23(日) 20:53
science,tenki.jp,スギ花粉 3月～爆発的増加見込み,2/23(日) 18:05,https://news.yahoo.co.jp/pickup/6530319,https://news.yahoo.co.jp/articles/94e9b2c77fa99cfbf44114ff287bf2baa4532957,2/23(日) 18:05
science,読売新聞オンライン,ずさんなオンライン診療 発覚続く,2/23(日) 9:40,https://news.yahoo.co.jp/pickup/6530271,https://news.yahoo.co.jp/articles/4a52ab71d7b5bf575f1c0e92e1fd270170c073e8,2/23(日) 9:40
science,まいどなニュース,バイトで左ほぼ失明 19歳の自分へ,2/22(土) 21:33,https://news.yahoo.co.jp/pickup/6530245,https://news.yahoo.co.jp/articles/25ffe195c0b4af5ba1734d30b8fb3c76f41befc2,2/22(土) 21:33
science,山形新聞,雪下ろし ドア開きづらいのが目安,2/22(土) 16:55,https://news.yahoo.co.jp/pickup/6530215,https://news.yahoo.co.jp/articles/1c04a7e22d56aebbe00830890373893c85fdd1c3,2/22(土) 16:55
science,テレビ朝日系（ANN）,1日1000匹も 山中湖ワカサギ豊漁,2/22(土) 16:54,https://news.yahoo.co.jp/pickup/6530212,https://news.yahoo.co.jp/articles/d80eee5b8f5947aa21f42ce037cf948f49c9adeb,2/22(土) 16:54
science,山形新聞,ふすま開きづらい 雪下ろしの目安,2/22(土) 16:26,https://news.yahoo.co.jp/pickup/6530209,https://news.yahoo.co.jp/articles/1c04a7e22d56aebbe00830890373893c85fdd1c3,2/22(土) 16:26
science,ABEMA TIMES,人間関係リセット 激しい後悔も,2/22(土) 13:20,https://news.yahoo.co.jp/pickup/6530191,https://news.yahoo.co.jp/articles/ee3d2a7915b7be9cef021cfa75a0351ff4fd4566,2/22(土) 13:20
science,ＡＦＰ＝時事,鳥インフル 人から猫に感染可能性,2/22(土) 9:58,https://news.yahoo.co.jp/pickup/6530176,https://news.yahoo.co.jp/articles/985af42181ed9020bb04387a2563b969c29e2a57,2/22(土) 9:58
science,tenki.jp,スギ花粉 連休明けから本格飛散か,2/22(土) 8:31,https://news.yahoo.co.jp/pickup/6530171,https://news.yahoo.co.jp/articles/f01de0436b298f6f6f64f81f21825c2022a09558,2/22(土) 8:31
science,Yahoo!ニュース オリジナル 特集オリジナル,格差ある不妊治療 足りない専門職,2/21(金) 20:16,https://news.yahoo.co.jp/pickup/6530137,https://news.yahoo.co.jp/articles/47404e723b0494400e3aac03493951cd25d84856,2/21(金) 20:16
science,withnews,妻が切迫早産で入院 途方に暮れた,2/21(金) 11:24,https://news.yahoo.co.jp/pickup/6530076,https://news.yahoo.co.jp/articles/35fa8537f48066c110dbd85251b1747d2ac4d1d2,2/21(金) 11:24
